Latitude and Longitude,Class of Land,vh,vv
"(10.472532411678117, 105.53243886707584)",Non Rice,"[[0.046322233974933624, 0.05091938003897667], [0.04085748642683029, 0.05846850574016571]]","[[0.2751428186893463, 0.3032170832157135], [0.42231032252311707, 0.4095761179924011]]"
"(10.472078182848456, 105.53243886707584)",Non Rice,"[[0.04778177663683891, 0.05503468215465546], [0.06008988246321678, 0.06232965365052223]]","[[0.22737565636634827, 0.19989649951457977], [0.22664549946784973, 0.1273917853832245]]"
"(10.475257784656076, 105.53289309590548)",Non Rice,"[[0.06331050395965576, 0.0639653280377388], [0.06756803393363953, 0.06407987326383591]]","[[0.2161494344472885, 0.16967061161994934], [0.1919773519039154, 0.17662426829338074]]"
"(10.474803555826417, 105.53289309590548)",Non Rice,"[[0.03394655883312225, 0.048405971378088], [0.0674339309334755, 0.07898982614278793]]","[[0.24641403555870056, 0.25502249598503113], [0.25338730216026306, 0.29334506392478943]]"
"(10.474349326996757, 105.53289309590548)",Non Rice,"[[0.043608762323856354, 0.0364387072622776], [0.056355033069849014, 0.0446118488907814]]","[[0.2709786593914032, 0.1933060586452484], [0.35645607113838196, 0.31505969166755676]]"
"(10.473895098167096, 105.53289309590548)",Non Rice,"[[0.05365271866321564, 0.050584014505147934], [0.0781436413526535, 0.08493717759847641]]","[[0.1578761637210846, 0.26588037610054016], [0.19484518468379974, 0.24753683805465698]]"
"(10.473440869337438, 105.53289309590548)",Non Rice,"[[0.04607895761728287, 0.04722263664007187], [0.08455126732587814, 0.08220646530389786]]","[[0.4116468131542206, 0.4134534001350403], [0.2626307010650635, 0.39796289801597595]]"
"(10.472986640507777, 105.53289309590548)",Non Rice,"[[0.06188063323497772, 0.04798092320561409], [0.040318503975868225, 0.03521665185689926]]","[[0.4520682692527771, 0.37071922421455383], [0.37107908725738525, 0.2941122353076935]]"
"(10.472532411678117, 105.53289309590548)",Non Rice,"[[0.08504894375801086, 0.07279114425182343], [0.08043327927589417, 0.05605674907565117]]","[[0.31624627113342285, 0.3825278878211975], [0.21016350388526917, 0.411485493183136]]"
"(10.472078182848456, 105.53289309590548)",Non Rice,"[[0.07558934390544891, 0.0658562183380127], [0.08298930525779724, 0.06100244075059891]]","[[0.3438229262828827, 0.42415696382522583], [0.3714008629322052, 0.4293564558029175]]"
"(10.471623954018797, 105.53289309590548)",Non Rice,"[[0.06717739254236221, 0.051756057888269424], [0.05813789367675781, 0.05666327849030495]]","[[0.20275621116161346, 0.15399153530597687], [0.3355780839920044, 0.1921963393688202]]"
"(10.471169725189137, 105.53289309590548)",Non Rice,"[[0.029064059257507324, 0.035829950124025345], [0.022182611748576164, 0.036191560328006744]]","[[0.3194897174835205, 0.20929040014743805], [0.2054976522922516, 0.1651364266872406]]"
"(10.475257784656076, 105.53334732473513)",Non Rice,"[[0.09733305871486664, 0.06335831433534622], [0.09419630467891693, 0.07582729309797287]]","[[0.26174288988113403, 0.3709951341152191], [0.31990212202072144, 0.2895429730415344]]"
"(10.474803555826417, 105.53334732473513)",Non Rice,"[[0.06298941373825073, 0.08649099618196487], [0.07552101463079453, 0.09999749064445496]]","[[0.33969125151634216, 0.26768162846565247], [0.18423716723918915, 0.22615697979927063]]"
"(10.474349326996757, 105.53334732473513)",Non Rice,"[[0.031112540513277054, 0.04669467359781265], [0.048515401780605316, 0.044382572174072266]]","[[0.2125243991613388, 0.28296253085136414], [0.24541151523590088, 0.3855069875717163]]"
"(10.473895098167096, 105.53334732473513)",Non Rice,"[[0.04055917263031006, 0.04311361908912659], [0.04667121544480324, 0.04475594311952591]]","[[0.1581553816795349, 0.11240527033805847], [0.1514899879693985, 0.1410253793001175]]"
"(10.473440869337438, 105.53334732473513)",Non Rice,"[[0.10844680666923523, 0.05287764593958855], [0.07171232998371124, 0.05464662238955498]]","[[0.21593962609767914, 0.3547695577144623], [0.16278621554374695, 0.2936348617076874]]"
"(10.472986640507777, 105.53334732473513)",Non Rice,"[[0.03952614963054657, 0.030823228880763054], [0.04093774035573006, 0.023319823667407036]]","[[0.2110920399427414, 0.24500419199466705], [0.14076590538024902, 0.19922710955142975]]"
"(10.472532411678117, 105.53334732473513)",Non Rice,"[[0.019885795190930367, 0.04557350277900696], [0.02564462274312973, 0.03880390152335167]]","[[0.09642650187015533, 0.18229250609874725], [0.07028165459632874, 0.09397119283676147]]"
"(10.472078182848456, 105.53334732473513)",Non Rice,"[[0.024942848831415176, 0.028338417410850525], [0.05358577147126198, 0.03903369605541229]]","[[0.12515676021575928, 0.19389475882053375], [0.18066833913326263, 0.27711135149002075]]"
"(10.471623954018797, 105.53334732473513)",Non Rice,"[[0.0212960597127676, 0.02780148945748806], [0.018260445445775986, 0.03341314569115639]]","[[0.1216316819190979, 0.19069966673851013], [0.0914493054151535, 0.13508905470371246]]"
"(10.471169725189137, 105.53334732473513)",Non Rice,"[[0.04450192674994469, 0.048105061054229736], [0.06544850766658783, 0.07621242105960846]]","[[0.5141288042068481, 0.46992412209510803], [0.5573800206184387, 0.48863330483436584]]"
"(10.470715496359476, 105.53334732473513)",Non Rice,"[[0.04254442825913429, 0.044359903782606125], [0.0445718914270401, 0.06304317712783813]]","[[0.4865284264087677, 0.4076381027698517], [0.3595341742038727, 0.2860777676105499]]"
"(10.470261267529818, 105.53334732473513)",Non Rice,"[[0.057241104543209076, 0.06922832876443863], [0.06382843852043152, 0.0538257397711277]]","[[0.30913063883781433, 0.288739413022995], [0.23093155026435852, 0.24088364839553833]]"
"(10.475712013485737, 105.53380155356476)",Non Rice,"[[0.05173366889357567, 0.0730360597372055], [0.0667911171913147, 0.07714265584945679]]","[[0.2586612105369568, 0.2263379991054535], [0.16513699293136597, 0.16702929139137268]]"
"(10.475257784656076, 105.53380155356476)",Non Rice,"[[0.06528506428003311, 0.05892663821578026], [0.058260854333639145, 0.048858918249607086]]","[[0.29880526661872864, 0.3213476836681366], [0.2711583077907562, 0.211994007229805]]"
"(10.474803555826417, 105.53380155356476)",Non Rice,"[[0.032439421862363815, 0.050172727555036545], [0.0705471932888031, 0.05292471498250961]]","[[0.16385045647621155, 0.14906014502048492], [0.22387145459651947, 0.13609233498573303]]"
"(10.474349326996757, 105.53380155356476)",Non Rice,"[[0.10053365677595139, 0.08964678645133972], [0.08089137077331543, 0.0843026265501976]]","[[0.1235189214348793, 0.31139397621154785], [0.1921432614326477, 0.3251021206378937]]"
"(10.473895098167096, 105.53380155356476)",Non Rice,"[[0.02926623262465, 0.0487389862537384], [0.03199150785803795, 0.043951984494924545]]","[[0.23541367053985596, 0.2128194272518158], [0.24752962589263916, 0.24274228513240814]]"
"(10.473440869337438, 105.53380155356476)",Non Rice,"[[0.032323237508535385, 0.022089630365371704], [0.027419254183769226, 0.020868830382823944]]","[[0.3101620674133301, 0.2646969258785248], [0.2141466736793518, 0.17506708204746246]]"
"(10.472986640507777, 105.53380155356476)",Non Rice,"[[0.06109195202589035, 0.040959682315588], [0.09379161149263382, 0.0477014034986496]]","[[0.295232892036438, 0.20559674501419067], [0.3822486698627472, 0.2916184663772583]]"
"(10.472532411678117, 105.53380155356476)",Non Rice,"[[0.08115474134683609, 0.06925379484891891], [0.0945034995675087, 0.07737790793180466]]","[[0.15354357659816742, 0.23159055411815643], [0.16515305638313293, 0.08850381523370743]]"
"(10.472078182848456, 105.53380155356476)",Non Rice,"[[0.0736708864569664, 0.06389667838811874], [0.05809655040502548, 0.051348425447940826]]","[[0.2283589392900467, 0.3672044575214386], [0.2212926745414734, 0.31631791591644287]]"
"(10.471623954018797, 105.53380155356476)",Non Rice,"[[0.02068985439836979, 0.026032932102680206], [0.016193615272641182, 0.013633094727993011]]","[[0.2610888183116913, 0.22440247237682343], [0.15374881029129028, 0.12090971320867538]]"
"(10.015305671742361, 105.8103360650496)",Non Rice,"[[0.0051155658438801765, 0.0035304115153849125], [0.0075444732792675495, 0.007273609284311533]]","[[0.015658827498555183, 0.010907942429184914], [0.014183013699948788, 0.008471633307635784]]"
"(10.015305671742361, 105.81079029387922)",Non Rice,"[[0.009179393760859966, 0.008431381545960903], [0.007250266149640083, 0.007747781928628683]]","[[0.017181454226374626, 0.018000302836298943], [0.011906735599040985, 0.01180533692240715]]"
"(10.0148514429127, 105.81079029387922)",Non Rice,"[[0.005382678005844355, 0.005025914870202541], [0.005339205730706453, 0.005681086331605911]]","[[0.014067367650568485, 0.015222894959151745], [0.012219115160405636, 0.013699285686016083]]"
"(10.015305671742361, 105.81124452270888)",Non Rice,"[[0.00785309448838234, 0.009417287074029446], [0.008521798066794872, 0.011864501982927322]]","[[0.013899562880396843, 0.012628264725208282], [0.011091240681707859, 0.013127881102263927]]"
"(10.0148514429127, 105.81124452270888)",Non Rice,"[[0.005476220045238733, 0.004560302942991257], [0.007987606339156628, 0.007259319070726633]]","[[0.009481700137257576, 0.01049166638404131], [0.010457795113325119, 0.007272155024111271]]"
"(10.014397214083042, 105.81124452270888)",Non Rice,"[[0.0029020635411143303, 0.004554842133074999], [0.0037554537411779165, 0.0031937535386532545]]","[[0.007380049210041761, 0.009378445334732533], [0.005698106717318296, 0.006773210596293211]]"
"(10.013942985253381, 105.81124452270888)",Non Rice,"[[0.004556856118142605, 0.004503538832068443], [0.005564775783568621, 0.004786062985658646]]","[[0.00825870968401432, 0.011342481710016727], [0.004037819337099791, 0.007520514540374279]]"
"(10.015759900572021, 105.8116987515385)",Non Rice,"[[0.009130694903433323, 0.005798737984150648], [0.006883006077259779, 0.0054211062379181385]]","[[0.011081363074481487, 0.006078447215259075], [0.011398104950785637, 0.005643427837640047]]"
"(10.015305671742361, 105.8116987515385)",Non Rice,"[[0.00519220158457756, 0.005824534688144922], [0.0038706865161657333, 0.0031149322167038918]]","[[0.016906065866351128, 0.011159907095134258], [0.02000817470252514, 0.008974411524832249]]"
"(10.0148514429127, 105.8116987515385)",Non Rice,"[[0.0030572600662708282, 0.004903380759060383], [0.0037628826685249805, 0.00912274606525898]]","[[0.010239440947771072, 0.014303411357104778], [0.01274839323014021, 0.013286665081977844]]"
"(10.014397214083042, 105.8116987515385)",Non Rice,"[[0.007122109178453684, 0.010048534721136093], [0.004935237113386393, 0.007965600118041039]]","[[0.016708211973309517, 0.01491588819772005], [0.01578737422823906, 0.008472089655697346]]"
"(10.013942985253381, 105.8116987515385)",Non Rice,"[[0.008263014256954193, 0.007802330423146486], [0.005919941235333681, 0.007156910840421915]]","[[0.015273953787982464, 0.011504849418997765], [0.01637846976518631, 0.010413523763418198]]"
"(10.01348875642372, 105.8116987515385)",Non Rice,"[[0.010224339552223682, 0.011999898590147495], [0.00889631174504757, 0.010654496029019356]]","[[0.016049614176154137, 0.024058617651462555], [0.016458816826343536, 0.02296382375061512]]"
"(10.015759900572021, 105.81215298036815)",Non Rice,"[[0.006414041854441166, 0.006691360846161842], [0.007653222884982824, 0.005108906887471676], [0.0046354238875210285, 0.0028725641313940287]]","[[0.0061197844333946705, 0.008232380263507366], [0.0075191012583673, 0.008321000263094902], [0.009795011021196842, 0.007667460013180971]]"
"(10.015305671742361, 105.81215298036815)",Non Rice,"[[0.004724894184619188, 0.0030095658730715513], [0.0035331062972545624, 0.0036162936594337225]]","[[0.01017830055207014, 0.010334134101867676], [0.006926851812750101, 0.00626787543296814]]"
"(10.0148514429127, 105.81215298036815)",Non Rice,"[[0.005203196778893471, 0.0035096961073577404], [0.004956328310072422, 0.004793243482708931]]","[[0.011274346150457859, 0.019645927473902702], [0.008890138939023018, 0.015128683298826218]]"
"(10.014397214083042, 105.81215298036815)",Non Rice,"[[0.0028483604546636343, 0.0035574971698224545], [0.0025887193623930216, 0.003984613809734583]]","[[0.009328333660960197, 0.011784996837377548], [0.007045139092952013, 0.020087486132979393]]"
"(10.013942985253381, 105.81215298036815)",Non Rice,"[[0.004339154344052076, 0.00447932118549943], [0.006445492617785931, 0.006174201145768166]]","[[0.009517672471702099, 0.010420063510537148], [0.015193178318440914, 0.013895893469452858]]"
"(10.01348875642372, 105.81215298036815)",Non Rice,"[[0.003903687698766589, 0.004507241304963827], [0.005234073381870985, 0.006959996186196804]]","[[0.012432246468961239, 0.01448920089751482], [0.018491797149181366, 0.020746592432260513]]"
"(10.013034527594062, 105.81215298036815)",Non Rice,"[[0.004301540087908506, 0.006819539237767458], [0.004239615984261036, 0.0063234050758183]]","[[0.016227828338742256, 0.010587994009256363], [0.012941029854118824, 0.0065826354548335075]]"
"(10.015759900572021, 105.81260720919778)",Non Rice,"[[0.0037128094118088484, 0.0029522348195314407], [0.007323666475713253, 0.005038161762058735], [0.013050970621407032, 0.006895510945469141]]","[[0.0061912876553833485, 0.003541037905961275], [0.011914458125829697, 0.014460079371929169], [0.02072366140782833, 0.019196808338165283]]"
"(10.015305671742361, 105.81260720919778)",Non Rice,"[[0.006110087968409061, 0.006222371477633715], [0.004675533156841993, 0.00482276501134038], [0.004522675182670355, 0.005346805322915316]]","[[0.019816923886537552, 0.014409441500902176], [0.011893834918737411, 0.011138944886624813], [0.010856001637876034, 0.009292671456933022]]"
"(10.0148514429127, 105.81260720919778)",Non Rice,"[[0.008731360547244549, 0.006849130615592003], [0.005764206405729055, 0.005454566329717636]]","[[0.010149799287319183, 0.007789944298565388], [0.00894784927368164, 0.0061275409534573555]]"
"(10.014397214083042, 105.81260720919778)",Non Rice,"[[0.009038088843226433, 0.009702215902507305], [0.005552287213504314, 0.0061990744434297085]]","[[0.019997134804725647, 0.01326183695346117], [0.015805160626769066, 0.011085030622780323]]"
"(10.013942985253381, 105.81260720919778)",Non Rice,"[[0.005049010273069143, 0.007169639226049185], [0.0044015576131641865, 0.00593974394723773]]","[[0.011088128201663494, 0.010732305236160755], [0.010088855400681496, 0.011945752426981926]]"
"(10.01348875642372, 105.81260720919778)",Non Rice,"[[0.003270890098065138, 0.002209703903645277], [0.004439984913915396, 0.002200565068051219]]","[[0.008440114557743073, 0.014873749576508999], [0.005241741426289082, 0.008186115883290768]]"
"(10.013034527594062, 105.81260720919778)",Non Rice,"[[0.0021029156632721424, 0.0024566473439335823], [0.0026188732590526342, 0.005107460543513298]]","[[0.011318346485495567, 0.011440900154411793], [0.014254327863454819, 0.01668827421963215]]"
"(10.012580298764401, 105.81260720919778)",Non Rice,"[[0.005749098025262356, 0.006066732574254274], [0.004812026396393776, 0.004365484695881605]]","[[0.013750988058745861, 0.012611954472959042], [0.014463326893746853, 0.012405809946358204]]"
"(10.016214129401682, 105.81306143802743)",Non Rice,"[[0.0031262398697435856, 0.004657444078475237], [0.0046465289779007435, 0.005078502465039492], [0.005968980025500059, 0.006086442619562149]]","[[0.014624242670834064, 0.029533417895436287], [0.01291054766625166, 0.026585377752780914], [0.00974305346608162, 0.013095328584313393]]"
"(10.015759900572021, 105.81306143802743)",Non Rice,"[[0.005324055906385183, 0.004645619075745344], [0.004997415468096733, 0.002200434450060129], [0.00556136341765523, 0.004757203161716461]]","[[0.010659521445631981, 0.011594314128160477], [0.010270182974636555, 0.004317137878388166], [0.012379162013530731, 0.0034361809957772493]]"
"(10.015305671742361, 105.81306143802743)",Non Rice,"[[0.003358765970915556, 0.002890457399189472], [0.003227018052712083, 0.004187002778053284], [0.003917862195521593, 0.004059688188135624]]","[[0.016706593334674835, 0.010399019345641136], [0.02041265368461609, 0.010649845004081726], [0.019441448152065277, 0.007899005897343159]]"
"(10.0148514429127, 105.81306143802743)",Non Rice,"[[0.004752297420054674, 0.006101294886320829], [0.0074161081574857235, 0.005955195985734463]]","[[0.011517311446368694, 0.009628561325371265], [0.007096014451235533, 0.00597330741584301]]"
"(10.014397214083042, 105.81306143802743)",Non Rice,"[[0.008496221154928207, 0.006459581200033426], [0.007630045525729656, 0.006069974508136511]]","[[0.006226413417607546, 0.015936419367790222], [0.009021283127367496, 0.016187595203518867]]"
"(10.013942985253381, 105.81306143802743)",Non Rice,"[[0.012487159110605717, 0.0074455938301980495], [0.006339515093713999, 0.00592427421361208]]","[[0.018166469410061836, 0.014826042577624321], [0.007450183853507042, 0.0072947656735777855]]"
"(10.01348875642372, 105.81306143802743)",Non Rice,"[[0.00475331349298358, 0.006116602569818497], [0.004405089654028416, 0.005141620524227619]]","[[0.0031669128220528364, 0.0032884287647902966], [0.004892624448984861, 0.007311295252293348]]"
"(10.013034527594062, 105.81306143802743)",Non Rice,"[[0.004213797859847546, 0.0037325595039874315], [0.005059029441326857, 0.003924895543605089]]","[[0.010792858898639679, 0.027853377163410187], [0.009233321063220501, 0.010580897331237793]]"
"(10.012580298764401, 105.81306143802743)",Non Rice,"[[0.01098679844290018, 0.012734882533550262], [0.008186852559447289, 0.01068608183413744]]","[[0.009600472636520863, 0.0042872983030974865], [0.00928130280226469, 0.0038772604893893003]]"
"(10.012126069934741, 105.81306143802743)",Non Rice,"[[0.007074117660522461, 0.00844047125428915], [0.004187248181551695, 0.006835952401161194]]","[[0.004236934706568718, 0.007347274571657181], [0.005899079144001007, 0.006662268191576004]]"
"(10.01167184110508, 105.81306143802743)",Non Rice,"[[0.009065598249435425, 0.013324949890375137], [0.01322176679968834, 0.01456685084849596]]","[[0.007683072704821825, 0.0056276628747582436], [0.007474562153220177, 0.005134102888405323]]"
"(10.016214129401682, 105.81351566685709)",Non Rice,"[[0.0053987056016922, 0.0022369648795574903], [0.004794936627149582, 0.005492175463587046], [0.006857977714389563, 0.007899411953985691]]","[[0.012022624723613262, 0.003939073998481035], [0.008279726840555668, 0.008323486894369125], [0.009301776066422462, 0.008784878998994827]]"
"(10.015759900572021, 105.81351566685709)",Non Rice,"[[0.010627254843711853, 0.005169801879674196], [0.009137851186096668, 0.0040461476892232895], [0.007973174564540386, 0.005286471918225288]]","[[0.014645369723439217, 0.010461552999913692], [0.013807127252221107, 0.010764230042696], [0.013150654733181, 0.012451458722352982]]"
"(10.015305671742361, 105.81351566685709)",Non Rice,"[[0.008050504140555859, 0.007455900777131319], [0.008025037124752998, 0.008470576256513596], [0.00651185866445303, 0.005353585351258516]]","[[0.01352734211832285, 0.009846237488090992], [0.011485661379992962, 0.012714765965938568], [0.01623101532459259, 0.015201152302324772]]"
"(10.0148514429127, 105.81351566685709)",Non Rice,"[[0.005449447315186262, 0.003032041946426034], [0.004789475351572037, 0.003232820425182581], [0.004959197714924812, 0.005066991318017244]]","[[0.017263442277908325, 0.01942996121942997], [0.014290757477283478, 0.017474321648478508], [0.013409337028861046, 0.01853814162313938]]"
"(10.014397214083042, 105.81351566685709)",Non Rice,"[[0.0034068531822413206, 0.0016000773757696152], [0.0050070867873728275, 0.0033417248632758856]]","[[0.007733466103672981, 0.008531413972377777], [0.009646893478929996, 0.01000095997005701]]"
"(10.013942985253381, 105.81351566685709)",Non Rice,"[[0.007086210884153843, 0.007653090171515942], [0.0035293290857225657, 0.003574877744540572]]","[[0.010212743654847145, 0.014184230007231236], [0.016617873683571815, 0.018328523263335228]]"
"(10.01348875642372, 105.81351566685709)",Non Rice,"[[0.003531280905008316, 0.005346272140741348], [0.00645248219370842, 0.005188499577343464]]","[[0.041856057941913605, 0.019810888916254044], [0.04935165122151375, 0.025706596672534943]]"
"(10.013034527594062, 105.81351566685709)",Non Rice,"[[0.006234120577573776, 0.004232647828757763], [0.0034509417600929737, 0.0034704783465713263]]","[[0.11439307779073715, 0.05866389349102974], [0.09997624903917313, 0.0563272163271904]]"
"(10.012580298764401, 105.81351566685709)",Non Rice,"[[0.00509050814434886, 0.004498470574617386], [0.0043700337409973145, 0.003107379889115691]]","[[0.022520864382386208, 0.01847166381776333], [0.018514055758714676, 0.015016435645520687]]"
"(10.012126069934741, 105.81351566685709)",Non Rice,"[[0.006090962793678045, 0.004524020943790674], [0.00932352151721716, 0.0051782336086034775]]","[[0.004393525887280703, 0.005330000538378954], [0.006150178145617247, 0.005251913797110319]]"
"(10.01167184110508, 105.81351566685709)",Non Rice,"[[0.006511034909635782, 0.012051178142428398], [0.005000185687094927, 0.009255141019821167]]","[[0.022943325340747833, 0.011122402735054493], [0.019990216940641403, 0.011809003539383411]]"
"(10.009400696956781, 105.67088781435012)",Non Rice,"[[0.03111913986504078, 0.029711078852415085], [0.03871852532029152, 0.03344747796654701]]","[[0.16303202509880066, 0.15976323187351227], [0.20961512625217438, 0.14003241062164307]]"
"(10.0103091546161, 105.67134204317975)",Non Rice,"[[0.05379654839634895, 0.05320698395371437, 0.05755600333213806], [0.06684546172618866, 0.053160056471824646, 0.05674755945801735]]","[[0.36257731914520264, 0.2885984480381012, 0.2002308964729309], [0.24515320360660553, 0.23657788336277008, 0.15730154514312744]]"
"(10.009854925786442, 105.67134204317975)",Non Rice,"[[0.027238326147198677, 0.029561974108219147], [0.03362332284450531, 0.050005726516246796]]","[[0.17889630794525146, 0.2726474404335022], [0.13300305604934692, 0.2348817139863968]]"
"(10.009400696956781, 105.67134204317975)",Non Rice,"[[0.01936035230755806, 0.03387767821550369], [0.02434815838932991, 0.039491184055805206]]","[[0.3595319986343384, 0.21070092916488647], [0.38747072219848633, 0.24471797049045563]]"
"(10.008946468127121, 105.67134204317975)",Non Rice,"[[0.07410051673650742, 0.06682877242565155], [0.07407619804143906, 0.06479202955961227]]","[[0.3086884319782257, 0.2933293879032135], [0.18093977868556976, 0.27240023016929626]]"
"(10.010763383445761, 105.6717962720094)",Non Rice,"[[0.039571162313222885, 0.03186405450105667, 0.029562829062342644], [0.02974548563361168, 0.03074931912124157, 0.032617658376693726]]","[[0.3622071444988251, 0.39917999505996704, 0.33009958267211914], [0.36433538794517517, 0.38394367694854736, 0.3738127648830414]]"
"(10.0103091546161, 105.6717962720094)",Non Rice,"[[0.038758642971515656, 0.04903731122612953, 0.03774876892566681], [0.031273968517780304, 0.054346781224012375, 0.04044245183467865]]","[[0.1762702465057373, 0.18461917340755463, 0.1843658685684204], [0.10932423174381256, 0.1707788109779358, 0.15189284086227417]]"
"(10.009854925786442, 105.6717962720094)",Non Rice,"[[0.03194013610482216, 0.021267708390951157, 0.035647206008434296], [0.03348985314369202, 0.02106974646449089, 0.0304087083786726]]","[[0.319754958152771, 0.22104717791080475, 0.21684491634368896], [0.2955075204372406, 0.1856456845998764, 0.15635119378566742]]"
"(10.009400696956781, 105.6717962720094)",Non Rice,"[[0.04217679053544998, 0.06301276385784149, 0.10854840278625488], [0.04198500141501427, 0.03813716769218445, 0.08673838526010513]]","[[0.4297887980937958, 0.46309763193130493, 0.2717403173446655], [0.444440096616745, 0.5108819603919983, 0.23490367829799652]]"
"(10.008946468127121, 105.6717962720094)",Non Rice,"[[0.09140230715274811, 0.07416636496782303], [0.06668383628129959, 0.05738908424973488]]","[[0.37122106552124023, 0.29088759422302246], [0.7553096413612366, 0.6283978223800659]]"
"(10.00849223929746, 105.6717962720094)",Non Rice,"[[0.04621425271034241, 0.034391578286886215], [0.03715575486421585, 0.028940103948116302]]","[[0.1276232898235321, 0.08698480576276779], [0.12944208085536957, 0.08512180298566818]]"
"(10.01167184110508, 105.67225050083903)",Non Rice,"[[0.03923593461513519, 0.04632312431931496], [0.046664390712976456, 0.04588320478796959]]","[[0.09013272821903229, 0.1348142772912979], [0.09074629098176956, 0.17009034752845764]]"
"(10.011217612275422, 105.67225050083903)",Non Rice,"[[0.05766644328832626, 0.07754964381456375, 0.07841016352176666], [0.051533594727516174, 0.07670696824789047, 0.08505609631538391]]","[[0.24756047129631042, 0.1850004643201828, 0.6375187635421753], [0.3570516109466553, 0.2171410620212555, 0.38581717014312744]]"
"(10.010763383445761, 105.67225050083903)",Non Rice,"[[0.03460350260138512, 0.036748822778463364, 0.069507896900177], [0.039786357432603836, 0.0412391796708107, 0.057502709329128265]]","[[0.21636639535427094, 0.20595860481262207, 0.18655915558338165], [0.18472285568714142, 0.17571347951889038, 0.1732969731092453]]"
"(10.0103091546161, 105.67225050083903)",Non Rice,"[[0.049026504158973694, 0.0609690323472023, 0.06014363095164299], [0.026867255568504333, 0.059108372777700424, 0.08610644936561584]]","[[0.44617989659309387, 0.5761277079582214, 0.47511497139930725], [0.40676042437553406, 0.44406113028526306, 0.4587285816669464]]"
"(10.009854925786442, 105.67225050083903)",Non Rice,"[[0.04904186725616455, 0.04014327749609947, 0.042936164885759354], [0.06279951333999634, 0.04501405358314514, 0.02640673704445362]]","[[0.2223227322101593, 0.18208162486553192, 0.34696072340011597], [0.3140501081943512, 0.19223752617835999, 0.2049017995595932]]"
"(10.009400696956781, 105.67225050083903)",Non Rice,"[[0.10519096255302429, 0.07777410745620728, 0.057952601462602615], [0.11512278020381927, 0.0625499039888382, 0.04544283077120781]]","[[0.13236360251903534, 0.20848795771598816, 0.22511377930641174], [0.1860467791557312, 0.21988271176815033, 0.20704229176044464]]"
"(10.008946468127121, 105.67225050083903)",Non Rice,"[[0.027578210458159447, 0.043436191976070404, 0.05052759498357773], [0.03335024416446686, 0.04877830669283867, 0.04346296563744545]]","[[0.1456603705883026, 0.1506272852420807, 0.17811952531337738], [0.24310070276260376, 0.1473562866449356, 0.09441021829843521]]"
"(10.00849223929746, 105.67225050083903)",Non Rice,"[[0.030557306483387947, 0.043070465326309204, 0.05538035184144974], [0.045173853635787964, 0.040460020303726196, 0.04766419902443886]]","[[0.15976347029209137, 0.1928015947341919, 0.17815493047237396], [0.15422604978084564, 0.19396817684173584, 0.22296586632728577]]"
"(10.008038010467802, 105.67225050083903)",Non Rice,"[[0.0740121454000473, 0.06431894749403], [0.058490220457315445, 0.030007407069206238]]","[[0.20118629932403564, 0.20570118725299835], [0.16272997856140137, 0.11033764481544495]]"
"(10.012580298764401, 105.67270472966868)",Non Rice,"[[0.05237431079149246, 0.07958437502384186], [0.07036395370960236, 0.0617542639374733]]","[[0.29003259539604187, 0.2582071125507355], [0.4116086959838867, 0.2931608259677887]]"
"(10.012126069934741, 105.67270472966868)",Non Rice,"[[0.06088223308324814, 0.06194951757788658], [0.07625417411327362, 0.06490551680326462]]","[[0.13055919110774994, 0.163995623588562], [0.13959503173828125, 0.23142939805984497]]"
"(10.01167184110508, 105.67270472966868)",Non Rice,"[[0.057583101093769073, 0.027751101180911064], [0.0604805052280426, 0.04389011859893799]]","[[0.17026804387569427, 0.1717974841594696], [0.2149745225906372, 0.10710173100233078]]"
"(10.011217612275422, 105.67270472966868)",Non Rice,"[[0.1100352331995964, 0.07337871193885803], [0.1306784451007843, 0.12348386645317078]]","[[1.082111120223999, 0.30355438590049744], [0.7437500357627869, 0.3155127167701721]]"
"(10.010763383445761, 105.67270472966868)",Non Rice,"[[0.08446846157312393, 0.05091490224003792], [0.07748758792877197, 0.06456924974918365]]","[[0.19456472992897034, 0.19117018580436707], [0.20289236307144165, 0.17707611620426178]]"
"(10.0103091546161, 105.67270472966868)",Non Rice,"[[0.06997101753950119, 0.06680526584386826, 0.06691867113113403], [0.055449988692998886, 0.05593755468726158, 0.04826765134930611]]","[[0.18173928558826447, 0.3186962306499481, 0.44763636589050293], [0.32721829414367676, 0.3601807951927185, 0.3713490962982178]]"
"(10.009854925786442, 105.67270472966868)",Non Rice,"[[0.07124101370573044, 0.08316166698932648, 0.05195974186062813], [0.05231552943587303, 0.05114245414733887, 0.027620559558272362]]","[[0.35741567611694336, 0.3169334828853607, 0.2445702850818634], [0.22578047215938568, 0.16649943590164185, 0.1252613067626953]]"
"(10.009400696956781, 105.67270472966868)",Non Rice,"[[0.012683840468525887, 0.018245218321681023, 0.02801324799656868], [0.04589083045721054, 0.030065545812249184, 0.0357024222612381]]","[[0.13513436913490295, 0.17673075199127197, 0.15432678163051605], [0.19172075390815735, 0.19688421487808228, 0.12054413557052612]]"
"(10.008946468127121, 105.67270472966868)",Non Rice,"[[0.026277441531419754, 0.04792202636599541, 0.06113717332482338], [0.03991980105638504, 0.07084245979785919, 0.052910201251506805]]","[[0.18444976210594177, 0.24868512153625488, 0.22410550713539124], [0.16778163611888885, 0.2436124086380005, 0.19696453213691711]]"
